case_id,ocd62_case_id,ocd_id,surface_formula,adsorbate,backend_key,backend,run1_backend,run2_backend,run3_backend,run4_backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,e_run1,e_run2,e_run3,e_run4,range_eV,e_min,std_eV,agreement_class
004,016,181,Cu32Se64W16,C(C)O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.3614730835,-10.3614730835,-10.3614730835,-10.3614730835,0,-10.3614730835,0,exact_match
004,016,181,Cu32Se64W16,C(C)O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.3614730835,-10.3614730835,-10.3614730835,-10.3614730835,0,-10.3614730835,0,exact_match
004,016,181,Cu32Se64W16,C(C)O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.07759857178,-9.07741546631,-9.07741546631,-9.07741546631,0.00018310546875,-9.07759857178,7.92869937547e-05,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-7.7070941925,-7.7070941925,-7.7070941925,-7.7070941925,0,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.7070941925,-7.70703315735,-7.7070941925,-7.7070941925,6.103515625e-05,-7.7070941925,2.64289979182e-05,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.70703315735,-7.70703315735,-7.7070941925,-7.7070941925,6.103515625e-05,-7.7070941925,3.0517578125e-05,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.70703315735,-7.70703315735,-7.7070941925,-7.7070941925,6.103515625e-05,-7.7070941925,3.0517578125e-05,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.7070941925,-7.7070941925,-7.7070941925,-7.7070941925,0,-7.7070941925,0,exact_match
006,029,362,In18N18Ti36,O=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-7.96742248535,-7.96742248535,-8.87007904053,-7.96742248535,0.902656555176,-8.87007904053,0.390861753837,large_divergent
006,029,362,In18N18Ti36,O=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.87889099121,-7.96742248535,-7.96742248535,-7.96742248535,0.0885314941406,-7.96742248535,0.0383352614804,moderate
006,029,362,In18N18Ti36,O=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-8.40859222412,-7.88090515137,-7.96742248535,-7.96742248535,0.527687072754,-8.40859222412,0.206561979458,large_divergent
006,029,362,In18N18Ti36,O=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.96742248535,-7.96742248535,-7.96742248535,-7.96742248535,8.881784197e-16,-7.96742248535,4.4408920985e-16,exact_match
006,029,362,In18N18Ti36,O=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.3517303467,-11.3517303467,-11.3517303467,-11.3517303467,0,-11.3517303467,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-7.22801208496,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.11375427246,-7.22801208496,-7.11375427246,-7.22801208496,0.1142578125,-7.22801208496,0.05712890625,divergent
007,032,479,Ni6Sc36Te12,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.22801208496,-7.22801208496,-6.63011169434,-7.11375427246,0.597900390625,-7.22801208496,0.246853903279,large_divergent
007,032,479,Ni6Sc36Te12,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.22801208496,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.47640228271,-9.47640228271,-9.47640228271,-9.47640228271,0,-9.47640228271,0,exact_match
008,035,513,Pd24Zr24,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-6.17626190186,-6.17626190186,-6.23115539551,-6.23100280762,0.0548934936523,-6.23115539551,0.027408652946,moderate
008,035,513,Pd24Zr24,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.17649841309,-6.23121643066,-6.23115539551,-6.17626190186,0.0549545288086,-6.23121643066,0.0274030138853,moderate
008,035,513,Pd24Zr24,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-6.17629241943,-6.17626190186,-6.17626190186,-6.23115539551,0.0548934936523,-6.23115539551,0.0237651784354,moderate
008,035,513,Pd24Zr24,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-6.23106384277,-6.17649841309,-6.17649841309,-6.17626190186,0.054801940918,-6.23106384277,0.0236618585986,moderate
008,035,513,Pd24Zr24,OH,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.23106384277,-6.17626190186,-6.17626190186,-6.17626190186,0.054801940918,-6.23106384277,0.0237299365058,moderate
009,036,530,Co32Y48,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-10.6069135666,-10.6433515549,-10.6433515549,-10.6069135666,0.0364379882812,-10.6433515549,0.0182189941406,minor
009,036,530,Co32Y48,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.6433515549,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.881784197e-16,exact_match
009,036,530,Co32Y48,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.6433515549,-10.6433515549,-10.6069135666,-10.078959465,0.564392089844,-10.6433515549,0.239591820798,large_divergent
009,036,530,Co32Y48,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.6433515549,-10.6069135666,-10.6433515549,-10.6069135666,0.0364379882812,-10.6433515549,0.0182189941406,minor
009,036,530,Co32Y48,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.95731639862,-10.6433515549,-9.95731639862,-9.95731639862,0.68603515625,-10.6433515549,0.297061936601,large_divergent
010,041,596,Cr18Pt18,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-4.98022913933,-4.98022913933,-4.98022913933,-4.74316859245,0.237060546875,-4.98022913933,0.102650227914,divergent
010,041,596,Cr18Pt18,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.74316859245,-4.98022913933,-4.95904994011,-4.95904994011,0.237060546875,-4.98022913933,0.0969227567368,divergent
010,041,596,Cr18Pt18,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.74316859245,-4.98022913933,-4.74316859245,-4.98022913933,0.237060546875,-4.98022913933,0.118530273438,divergent
010,041,596,Cr18Pt18,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.98022913933,-4.74316859245,-4.98022913933,-4.74319911003,0.237060546875,-4.98022913933,0.118522644534,divergent
010,041,596,Cr18Pt18,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.74319911003,-4.74319911003,-4.74316859245,-4.74316859245,3.0517578125e-05,-4.74319911003,1.52587890625e-05,exact_match
011,048,735,Re27Ti27,[NH2],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-11.6546573639,-11.6547794342,-11.6547794342,-11.6564273834,0.00177001953125,-11.6564273834,0.000732898557039,match
011,048,735,Re27Ti27,[NH2],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-11.6547794342,-11.6547794342,-11.6547794342,-11.6547794342,0,-11.6547794342,0,exact_match
011,048,735,Re27Ti27,[NH2],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-11.6547794342,-11.6547794342,-11.6547794342,-11.6547794342,0,-11.6547794342,0,exact_match
011,048,735,Re27Ti27,[NH2],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-11.6545352936,-11.6547794342,-11.6547794342,-11.6545963287,0.000244140625,-11.6547794342,0.000108969549996,exact_match
011,048,735,Re27Ti27,[NH2],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.98352432251,-11.6547794342,-11.6547794342,-6.98352432251,4.67125511169,-11.6547794342,2.33562755585,severe
012,050,768,Ga24Y24,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-3.33806300163,-3.50413966179,-3.33806300163,-3.33804774284,0.166091918945,-3.50413966179,0.0719155060218,divergent
012,050,768,Ga24Y24,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.33806300163,-3.50413966179,-3.33806300163,-3.33806300163,0.166076660156,-3.50413966179,0.0719133033355,divergent
012,050,768,Ga24Y24,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.33804774284,-3.33806300163,-3.33806300163,-3.33806300163,1.52587890625e-05,-3.33806300163,6.60724947956e-06,exact_match
012,050,768,Ga24Y24,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.50413966179,-3.33806300163,-3.50413966179,-3.50413966179,0.166076660156,-3.50413966179,0.0719133033355,divergent
012,050,768,Ga24Y24,H,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.50413966179,-3.30226588249,-3.33806300163,-3.33806300163,0.201873779297,-3.50413966179,0.0784533318056,divergent
001,002,16,Hf18Sc18Si36,NO,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-4.34696388245,-4.34696388245,-4.3469619751,-4.3469619751,1.90734863281e-06,-4.34696388245,9.53674316406e-07,outlier_excluded
001,002,16,Hf18Sc18Si36,NO,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.3469619751,-4.34696388245,-4.3469619751,-4.3469619751,1.90734863281e-06,-4.34696388245,8.25906184945e-07,exact_match
001,002,16,Hf18Sc18Si36,NO,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.3469619751,-4.34696388245,-4.3469619751,-4.3469619751,1.90734863281e-06,-4.34696388245,8.25906184945e-07,outlier_excluded
001,002,16,Hf18Sc18Si36,NO,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.34696388245,-4.3469619751,-4.3469619751,-4.3469619751,1.90734863281e-06,-4.34696388245,8.25906184945e-07,exact_match
001,002,16,Hf18Sc18Si36,NO,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.3469619751,-4.34696388245,-4.3469619751,-4.3469619751,1.90734863281e-06,-4.34696388245,8.25906184945e-07,exact_match
002,010,94,Ag18Sr27,[N]=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-3.38451766968,-3.38453292847,-3.38451766968,-3.38452529907,1.52587890625e-05,-3.38453292847,6.32595975944e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.38451766968,-3.38451004028,-3.38451766968,-2.75984573364,0.624671936035,-3.38451766968,0.270489781629,large_divergent
002,010,94,Ag18Sr27,[N]=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.73585891724,-3.34560775757,-3.38451766968,-3.38451766968,0.648658752441,-3.38451766968,0.275719282632,large_divergent
002,010,94,Ag18Sr27,[N]=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.34560775757,-3.38451766968,-3.38451766968,-3.34560775757,0.0389099121094,-3.38451766968,0.0194549560547,minor
002,010,94,Ag18Sr27,[N]=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.73592758179,-2.73588180542,-2.73585891724,-2.73585891724,6.86645507817e-05,-2.73592758179,2.80321854721e-05,exact_match
003,012,108,Ru60Ta20,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-14.5495405197,-14.5057783127,-14.5495405197,-14.5495405197,0.0437622070313,-14.5495405197,0.0189495915074,minor
003,012,108,Ru60Ta20,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-13.2748823166,-14.2560224533,-14.2560224533,-14.2560224533,0.981140136719,-14.2560224533,0.424846141535,large_divergent
004,016,181,Cu32Se64W16,C(C)O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-10.3609848022,-10.3614730835,-9.07741546631,-10.3630599976,1.28564453125,-10.3630599976,0.55617236134,severe
004,016,181,Cu32Se64W16,C(C)O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-9.66370391846,-10.3614730835,-10.3614730835,-9.07741546631,1.28405761719,-10.3614730835,0.537069926371,severe
004,016,181,Cu32Se64W16,C(C)O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-9.07741546631,-10.3614730835,-10.3614730835,-9.07741546631,1.28405761719,-10.3614730835,0.642028808594,severe
004,016,181,Cu32Se64W16,C(C)O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.3609848022,-10.3614730835,-9.07741546631,-10.3614730835,1.28405761719,-10.3614730835,0.555942816614,severe
004,016,181,Cu32Se64W16,C(C)O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.07741546631,-9.07765960693,-9.07741546631,-8.98812103271,0.0895385742188,-9.07765960693,0.0387009909628,moderate
005,020,201,Cr36N48,[CH]=O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-7.7070941925,-7.7070941925,-7.7070941925,-7.70703315735,6.103515625e-05,-7.7070941925,2.64289979182e-05,exact_match
005,020,201,Cr36N48,[CH]=O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.7070941925,-7.68773269653,-7.7070941925,-7.7070941925,0.0193614959717,-7.7070941925,0.00838377368337,minor
005,020,201,Cr36N48,[CH]=O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.7070941925,-7.7070941925,-7.7070941925,-7.7070941925,0,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.7070941925,-7.70703315735,-7.7070941925,-7.7070941925,6.103515625e-05,-7.7070941925,2.64289979182e-05,exact_match
005,020,201,Cr36N48,[CH]=O,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.15245437622,-7.7070941925,-7.7070941925,-5.67284011841,2.0342540741,-7.7070941925,0.913106614428,severe
006,029,362,In18N18Ti36,O=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-8.87007904053,-7.87998962402,-7.96742248535,-8.40859222412,0.990089416504,-8.87007904053,0.394472111139,large_divergent
006,029,362,In18N18Ti36,O=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-8.87007904053,-8.39540863037,-8.87007904053,-8.87007904053,0.474670410156,-8.87007904053,0.20553831681,divergent
006,029,362,In18N18Ti36,O=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-8.39540863037,-7.96742248535,-7.96742248535,-7.96742248535,0.42798614502,-8.39540863037,0.185323437027,divergent
006,029,362,In18N18Ti36,O=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.87007904053,-8.39540863037,-7.96742248535,-7.87889099121,0.991188049316,-8.87007904053,0.393728574126,large_divergent
